1075	2283	1	9
3007	407	1	9
7493	4740	1	1
2664	3835	1	3
3577	8168	1	3
4377	2945	1	1
7451	7721	1	1
1799	6767	1	6
4364	4370	1	1
1293	4342	1	1
3223	6689	1	7
8374	4547	1	1
7931	8043	1	5
4943	5450	1	1
5432	7940	1	10
6402	3942	1	1
5261	2674	1	7
4236	4748	1	7
3007	5464	1	3
7920	230	1	1
3274	6994	1	5
4811	6928	1	2
129	7182	1	5
7778	6913	1	2
2492	4577	1	1
26	6596	1	7
8356	6565	1	7
1608	4376	1	1
5960	5916	1	2
1293	6234	1	1
5394	7393	1	1
24	1308	1	2
1815	7633	1	3
888	4460	1	6
5004	6939	1	1
347	1440	1	1
2111	5111	1	1
5509	5102	1	4
4973	6698	1	1
6813	1526	1	2
5038	2907	1	1
1335	2216	1	1
2084	6057	1	9
2924	6266	1	1
6245	182	1	4
5293	7492	1	3
3394	2452	1	1
5868	3923	1	8
7853	7503	1	1
1977	7967	1	1
246	4259	1	1
8514	6350	1	1
4765	3830	1	1
4471	480	1	1
8403	4376	1	1
5473	8409	1	2
6120	5985	1	5
6908	7806	1	1
2958	7513	1	1
1545	6444	1	1
377	851	1	1
6529	5982	1	2
4411	662	1	3
7151	1788	1	1
5683	6923	1	2
90	8169	1	4
1587	7240	1	2
8452	5834	1	2
4754	4303	1	1
8428	5032	1	3
3713	6620	1	1
6817	5814	1	7
5976	2942	1	5
5590	4794	1	1
7647	640	1	1
2397	8073	1	1
6028	4292	1	1
790	6266	1	1
5609	6640	1	5
3559	1336	1	1
2080	4031	1	1
5208	3007	1	1
4597	5920	1	4
3622	7196	1	1
3815	7061	1	2
2057	959	1	8
4778	5403	1	8
1123	7335	1	2
7264	7653	1	1
3674	5495	1	2
2081	4301	1	1
160	2182	1	7
4754	5521	1	1
662	5180	1	7
4765	3888	1	1
347	2130	1	1
8398	6509	1	3
735	6744	1	1
6995	160	1	1
2455	4031	1	1
5605	4522	1	1
2334	1153	1	1
5102	6589	1	3
6650	3704	1	1
2868	1167	1	1
8473	6954	1	1
4094	2875	1	1
4452	583	1	10
5222	7561	1	2
3726	8195	1	1
7878	2002	1	7
7811	5505	1	5
1936	2173	1	5
5109	5017	1	1
5653	4253	1	1
4202	7800	1	3
2060	2346	1	1
1717	7273	1	1
2118	5640	1	1
8329	4376	1	1
8008	7194	1	1
60	6307	1	1
4538	3943	1	1
6160	5248	1	3
7544	2373	1	1
1682	2832	1	1
4967	1167	1	1
284	4345	1	1
6166	3025	1	5
6470	1449	1	1
202	2317	1	5
2919	1465	1	2
7503	5985	1	7
5475	3508	1	1
6804	7132	1	1
2730	7641	1	8
1148	4500	1	1
6296	4236	1	11
3509	3544	1	2
1940	1311	1	1
1767	6071	1	2
5105	3508	1	1
4655	3136	1	2
2119	4351	1	10
1320	3226	1	1
1840	8254	1	1
3000	7584	1	9
6196	6269	1	5
907	6582	1	1
7131	5046	1	2
6698	967	1	1
1372	6184	1	1
6588	5732	1	1
3557	4499	1	1
6559	1376	1	1
4018	1133	1	1
5042	2974	1	1
4978	7345	1	1
7168	7690	1	10
5891	1405	1	1
2824	6266	1	1
3458	7207	1	1
818	7532	1	2
7771	4432	1	1
8367	5817	1	2
6579	5822	1	2
3800	3842	1	7
1888	4374	1	1
46	7492	1	4
7878	8227	1	9
3635	7890	1	3
8114	5638	1	1
2002	2755	1	9
2847	4572	1	1
6467	2178	1	6
147	8349	1	2
7314	5369	1	1
4848	4746	1	2
187	5685	1	2
7528	4941	1	2
4844	6446	1	1
1202	1264	1	1
5291	6501	1	1
6477	3858	1	1
5933	536	1	1
7118	3275	1	2
2645	3527	1	8
7568	25	1	1
7562	1226	1	4
7499	6196	1	6
1021	665	1	1
7940	3241	1	5
902	2507	1	1
6086	4955	1	9
444	6596	1	2
6630	4463	1	1
942	1009	1	2
5585	4804	1	1
558	2879	1	2
5777	1172	1	1
3239	2138	1	7
7799	958	1	1
7261	6584	1	2
1613	662	1	4
8114	5386	1	1
5094	2934	1	1
4947	6844	1	1
4570	6045	1	1
6905	2953	1	1
3568	6469	1	1
3786	677	1	4
7238	2138	1	7
1118	3497	1	7
5282	7461	1	2
554	2472	1	1
5045	6531	1	1
5523	7636	1	2
3929	1471	1	2
2026	6716	1	1
3915	7923	1	4
316	1915	1	1
4910	8340	1	1
3838	4848	1	1
5209	3763	1	1
928	8169	1	4
2699	4074	1	2
723	1954	1	1
5781	1114	1	1
851	8307	1	3
1053	4160	1	2
5517	2640	1	1
3254	3933	1	2
1968	1577	1	1
918	6644	1	2
2307	3397	1	6
6572	4125	1	1
3713	5190	1	1
547	7801	1	1
5247	2050	1	1
5131	4376	1	9
160	3434	1	2
6591	958	1	1
6350	8027	1	1
5501	6906	1	1
7103	1642	1	1
1215	939	1	1
5866	3722	1	2
2119	928	1	8
2907	6461	1	2
7121	4941	1	1
2089	2956	1	5
4253	1079	1	1
5703	2264	1	10
4664	3625	1	1
87	5041	1	2
2651	6471	1	3
5765	2338	1	1
7499	2556	1	7
2348	4969	1	7
850	3554	1	2
7153	2801	1	2
6235	5192	1	5
475	6890	1	5
2664	7191	1	2
8233	4990	1	1
2538	7594	1	1
8002	3402	1	1
4472	4314	1	2
2942	4021	1	1
6996	6702	1	1
2576	5858	1	1
1210	1364	1	1
4526	5432	1	9
5398	8152	1	1
3356	8039	1	8
4639	2801	1	2
2805	2337	1	1
4523	4457	1	4
2511	3434	1	2
7559	6075	1	2
4167	3497	1	7
3342	2138	1	8
2291	3509	1	1
7168	2632	1	8
5357	8339	1	1
4507	975	1	1
753	57	1	9
6448	6802	1	1
1642	2181	1	1
7898	6831	1	1
617	7878	1	10
4763	6266	1	2
5044	7675	1	1
2915	6201	1	1
2538	1598	1	1
5091	7983	1	1
5872	3979	1	1
8208	1153	1	1
2249	7326	1	1
347	6096	1	1
7360	4491	1	3
1080	90	1	2
4532	4667	1	1
7160	4805	1	3
2805	2072	1	1
5565	5046	1	3
7666	5491	1	1
1614	5916	1	1
24	5473	1	2
4154	1638	1	10
6301	1173	1	1
6668	5369	1	1
2948	8508	1	1
5783	7098	1	1
6774	3801	1	1
584	7806	1	1
7335	5261	1	2
5541	1638	1	6
6965	225	1	1
5687	7589	1	1
275	827	1	1
3110	3619	1	1
7805	3285	1	2
3886	6986	1	1
6991	4517	1	1
1310	2189	1	1
6122	6042	1	4
8289	7878	1	9
25	5255	1	1
8161	2674	1	4
130	1254	1	2
1554	2358	1	1
2616	1225	1	8
6086	348	1	2
5940	7492	1	3
3881	2866	1	1
7793	4693	1	1
6364	7510	1	2
304	1104	1	9
2774	7556	1	4
7972	2198	1	1
6371	5642	1	1
28	4548	1	4
164	5521	1	1
3126	2704	1	6
6650	4410	1	1
7343	4184	1	5
4319	5082	1	2
3461	3307	1	1
4029	2198	1	1
29	942	1	2
7684	6166	1	8
7838	8168	1	3
543	6055	1	4
1843	2606	1	1
5762	13	1	1
5100	3120	1	1
3714	3075	1	1
929	3976	1	5
5230	4589	1	3
7790	634	1	1
1013	5126	1	5
2776	1226	1	1
2934	2034	1	6
1805	1365	1	2
8274	5173	1	1
1912	2243	1	1
5226	3388	1	1
4372	4380	1	1
1868	5319	1	2
5614	389	1	1
6593	6986	1	1
621	4793	1	3
854	4253	1	1
4077	5261	1	4
2750	8261	1	1
7579	82	1	1
2724	2045	1	1
2958	5584	1	1
4231	2194	1	1
2453	3525	1	1
5793	8445	1	3
1953	3424	1	11
8367	7461	1	2
6611	4285	1	1
2870	6280	1	4
831	3914	1	1
5477	2591	1	1
4008	5393	1	8
4621	6120	1	7
227	5743	1	1
6711	3768	1	1
5218	4667	1	1
14	6452	1	1
3503	6266	1	1
5041	7381	1	3
1005	2186	1	1
6991	5445	1	1
5817	5159	1	2
6467	6255	1	1
3427	1075	1	4
4216	7789	1	5
7512	2942	1	1
4094	7828	1	2
5187	5945	1	2
2813	2173	1	10
5186	5527	1	1
4094	7142	1	8
1266	1187	1	3
5775	1538	1	9
6469	2924	1	1
4141	4759	1	2
4625	4285	1	3
6376	4285	1	1
5249	2131	1	2
1186	4417	1	2
7921	6148	1	1
7208	6975	1	1
4761	6153	1	1
4431	8293	1	1
732	3217	1	1
7811	6131	1	5
7116	5687	1	1
7472	7520	1	1
1696	8071	1	1
5847	990	1	1
6477	5545	1	1
7182	6617	1	5
3786	6280	1	4
8266	6989	1	5
2958	2859	1	1
3686	7012	1	1
1196	2965	1	1
5945	475	1	10
1721	6117	1	2
5557	128	1	1
5053	2337	1	1
475	959	1	4
6498	7975	1	1
4351	7931	1	8
2655	3416	1	1
2856	4778	1	7
3029	6051	1	1
665	3320	1	1
8371	1933	1	1
7577	1364	1	1
1313	4033	1	1
2824	4125	1	1
7357	6249	1	1
7479	932	1	4
3811	6644	1	3
7830	2339	1	1
8233	7562	1	1
6623	595	1	7
5731	1489	1	2
6426	2617	1	1
2616	7684	1	2
527	6160	1	1
24	5592	1	2
4854	5109	1	1
6080	1779	1	3
2422	1326	1	4
2730	5472	1	2
7976	6989	1	3
6748	7556	1	4
7394	2034	1	4
6650	6930	1	1
7707	6266	1	1
1961	5273	1	7
8227	4920	1	9
7982	655	1	1
6205	6255	1	1
4094	6603	1	1
3483	2243	1	2
4996	8389	1	11
58	91	1	1
4545	7567	1	2
3544	1213	1	1
6556	1364	1	1
2993	5159	1	2
4377	7495	1	1
7634	6938	1	1
1577	2389	1	1
8475	2123	1	1
5302	540	1	1
6245	2755	1	7
3522	4351	1	8
3619	280	1	1
3022	6565	1	8
2264	3052	1	9
7073	7711	1	1
5877	1788	1	1
2993	2739	1	2
1682	680	1	1
2330	1080	1	3
378	3714	1	5
4437	170	1	1
7331	2050	1	1
3828	2647	1	3
2431	2283	1	3
3811	491	1	2
1161	2591	1	1
991	3023	1	1
818	1846	1	5
1259	1558	1	1
5788	2018	1	3
7751	6000	1	3
1250	6488	1	6
2838	2867	1	1
8403	3017	1	1
4989	7237	1	2
730	1691	1	1
3880	4360	1	4
4802	6652	1	1
5916	5160	1	2
5218	4910	1	2
8019	4621	1	3
3126	1953	1	7
254	7760	1	3
8514	851	1	1
1033	7499	1	1
8507	851	1	1
312	7181	1	1
4667	5477	1	1
1322	2178	1	4
854	8083	1	1
7483	2993	1	1
4247	5857	1	5
3598	7099	1	1
4342	7865	1	1
2286	4658	1	1
1467	4725	1	1
3025	4184	1	7
2924	3358	1	2
4884	935	1	8
7008	4167	1	8
5051	7111	1	1
3007	4124	1	3
3710	6506	1	1
4513	7735	1	2
1917	80	1	1
3783	5466	1	1
655	285	1	1
6426	8093	1	1
5639	716	1	2
6843	2924	1	1
1604	1335	1	2
6973	2058	1	1
4204	7191	1	3
2948	15	1	1
6071	6174	1	1
476	329	1	5
6638	939	1	1
5664	1075	1	5
5305	5783	1	1
5639	7130	1	2
8329	5770	1	1
4680	7884	1	3
7745	5663	1	4
5877	5865	1	1
2225	6206	1	1
1241	6076	1	1
6314	7492	1	2
8080	2081	1	1
7360	1186	1	2
1409	5947	1	7
4752	1664	1	5
3007	7271	1	9
4900	3508	1	1
1033	1121	1	1
7643	5950	1	2
5208	7063	1	1
5932	3953	1	1
1731	1029	1	1
1035	2044	1	8
419	3687	1	1
80	2157	1	1
2934	2047	1	5
481	6959	1	1
1347	2376	1	1
748	2730	1	11
5424	8480	1	8
1506	751	1	1
3426	4370	1	1
2602	1010	1	5
2482	4912	1	5
3546	1745	1	10
5473	2043	1	2
476	5393	1	5
4153	3689	1	1
3818	3270	1	1
5532	506	1	1
5614	6269	1	7
8422	8379	1	2
1163	2124	1	1
3572	5261	1	1
6816	6104	1	1
5814	3501	1	7
199	803	1	6
3200	4380	1	5
6452	513	1	1
1695	3208	1	2
581	5860	1	1
6296	3472	1	4
3568	3842	1	5
521	3215	1	1
6763	3279	1	1
7830	3432	1	1
4352	6184	1	1
7216	1506	1	1
3385	2571	1	1
1205	5947	1	4
7142	692	1	9
5495	7529	1	1
8255	5951	1	1
3798	6025	1	6
8423	5614	1	2
6166	5935	1	1
3828	7427	1	3
7285	6529	1	3
5175	4794	1	3
2047	3406	1	6
6602	7636	1	3
2224	4253	1	1
1559	1155	1	1
5197	1577	1	6
7295	3722	1	1
4906	1720	1	2
734	583	1	9
7921	1513	1	1
3908	1158	1	1
583	942	1	2
6914	6843	1	2
5599	8227	1	9
6100	3352	1	2
5038	2014	1	1
4730	7418	1	1
1843	5510	1	1
3217	3390	1	1
1349	5076	1	1
7879	3077	1	1
7811	8413	1	5
3997	1455	1	3
3422	2980	1	1
4805	5415	1	5
6702	3291	1	1
6938	6217	1	1
1771	7194	1	2
1903	5624	1	2
3904	1525	1	1
2087	8233	1	1
7427	6989	1	4
5648	942	1	2
751	794	1	1
445	5934	1	2
4021	3408	1	1
2482	1848	1	5
3850	3616	1	1
4960	8129	1	2
4653	1149	1	1
5689	5174	1	1
3669	5933	1	1
7206	2832	1	11
3356	3565	1	6
5116	2879	1	2
7069	7765	1	7
644	7500	1	9
6000	4793	1	2
7585	5589	1	1
3040	982	1	1
5172	491	1	2
7406	6174	1	1
4694	3778	1	1
1804	6386	1	9
7584	2965	1	9
907	7669	1	1
3968	195	1	2
6984	27	1	1
4090	5645	1	1
4955	4852	1	4
5109	5477	1	1
1779	5433	1	1
5251	6611	1	1
600	5449	1	1
7138	320	1	1
344	6425	1	1
8225	4772	1	3
8367	8493	1	2
1319	6668	1	2
6245	2163	1	5
6894	4794	1	1
3778	967	1	1
2722	1364	1	1
5769	7130	1	2
2183	2035	1	6
3175	6967	1	2
4774	2404	1	2
6680	5868	1	2
308	5178	1	10
1997	6620	1	1
3158	1080	1	2
7643	6184	1	1
4910	3642	1	2
4819	3713	1	1
6269	3501	1	5
4798	3178	1	1
4037	4688	1	1
1137	3081	1	5
2382	4285	1	3
4313	2216	1	1
253	7326	1	1
1133	4748	1	3
7343	118	1	4
5916	1542	1	2
5369	6090	1	2
4730	4570	1	1
6827	4366	1	1
2924	3501	1	2
3535	7491	1	1
5636	8235	1	1
3352	1075	1	3
7207	2979	1	1
1335	2988	1	1
1018	2183	1	4
5814	3722	1	6
3627	2307	1	1
3832	6327	1	1
5059	797	1	1
3496	5751	1	1
7398	6672	1	1
5160	6178	1	1
3088	3501	1	2
1880	1538	1	1
8367	5246	1	2
8075	776	1	4
6108	7562	1	1
6429	6840	1	1
5607	5333	1	1
3561	3402	1	1
4093	6152	1	5
6938	6266	1	1
3321	1027	1	1
4848	4370	1	1
1075	6407	1	1
7008	7206	1	10
8311	1950	1	1
1432	3674	1	2
7662	1790	1	2
7890	24	1	3
7492	7519	1	2
2292	5937	1	1
7899	6379	1	5
7864	8073	1	1
5173	5776	1	9
538	3296	1	1
2793	7104	1	2
6090	8324	1	2
929	7009	1	5
524	4182	1	1
6425	3805	1	1
1587	13	1	1
1907	2591	1	1
1586	6552	1	1
2243	5218	1	1
5477	5109	1	1
2601	4050	1	1
928	6166	1	4
6124	549	1	4
3251	1719	1	2
3714	3124	1	8
6905	959	1	2
1126	7263	1	1
4910	4779	1	2
5628	2890	1	1
850	6868	1	2
2368	433	1	1
1080	4680	1	3
7168	7324	1	8
7206	6396	1	11
308	2617	1	4
3840	5736	1	1
3016	4024	1	1
5435	4560	1	1
5984	5307	1	1
6114	3223	1	9
2618	5594	1	1
339	6723	1	1
7221	4389	1	1
4793	121	1	4
3366	832	1	2
7084	97	1	7
6152	2697	1	5
2938	2924	1	1
2395	7405	1	1
7478	2617	1	6
4491	2557	1	2
2778	4941	1	2
24	7199	1	2
608	6689	1	7
2657	4253	1	1
5830	3200	1	2
5516	2610	1	1
6941	5273	1	7
3938	3964	1	1
1310	7739	1	1
4746	6617	1	3
3501	8359	1	4
316	6938	1	1
2182	969	1	7
1215	2501	1	1
1558	7532	1	1
3119	2253	1	1
3609	6076	1	1
8119	5003	1	1
7503	1788	1	1
7084	2084	1	7
6300	5957	1	1
1554	5120	1	1
5181	3486	1	1
7625	1362	1	1
4105	1074	1	1
5477	2243	1	2
6222	1010	1	5
4624	6159	1	9
3383	8279	1	2
5272	6467	1	2
2674	7662	1	3
1908	1133	1	2
2182	3953	1	8
6200	1071	1	3
5585	4941	1	1
6651	6630	1	1
1933	7496	1	1
1430	6617	1	2
1555	1700	1	3
7903	1615	1	9
8513	7204	1	1
6496	5783	1	1
8329	2507	1	1
217	4793	1	2
5573	2739	1	1
308	803	1	9
3174	2739	1	9
592	3469	1	4
1828	7050	1	1
7667	4727	1	9
4638	3119	1	2
7691	6627	1	1
2330	1250	1	3
702	6217	1	1
7747	2993	1	2
6231	7528	1	1
6723	399	1	1
3233	7532	1	2
6407	2681	1	1
2813	6166	1	9
2455	7080	1	1
4133	4124	1	2
903	1349	1	1
7499	3388	1	1
6191	5319	1	2
3367	3345	1	1
4583	6266	1	1
1484	8160	1	1
7751	682	1	8
7754	3397	1	2
5041	24	1	3
7513	4623	1	2
176	2958	1	2
1398	7937	1	1
597	3769	1	1
3828	7244	1	2
1186	5622	1	2
1053	2786	1	2
4836	386	1	2
7322	1440	1	1
2617	5622	1	4
1312	7806	1	3
86	6903	1	1
666	2924	1	1
2951	1522	1	1
3241	5136	1	5
7694	5261	1	4
3793	3178	1	1
2793	7423	1	2
6492	5748	1	1
4914	5742	1	1
1335	2231	1	1
8002	203	1	2
3554	7033	1	4
5215	1539	1	1
4910	5488	1	2
4460	1255	1	4
7004	6334	1	9
6217	6206	1	1
1613	7494	1	4
1500	2163	1	5
46	5654	1	4
6161	7667	1	1
2358	5935	1	1
6075	7653	1	2
3925	7362	1	1
1080	6245	1	3
6991	6840	1	1
3066	215	1	2
3631	7084	1	7
3119	5793	1	3
2053	4241	1	1
4236	8161	1	5
7962	2355	1	1
4128	2053	1	2
4236	2138	1	4
2248	2832	1	9
7703	7084	1	8
4492	1632	1	1
2296	1188	1	5
8251	544	1	2
5572	7830	1	1
7921	1016	1	7
5103	2730	1	2
2146	4941	1	1
3406	7262	1	5
3795	1312	1	1
1330	5433	1	2
5806	6469	1	6
7507	1538	1	1
7924	5622	1	1
3888	4288	1	2
733	1641	1	1
2722	583	1	1
1759	2202	1	1
5686	5309	1	1
961	7132	1	1
3828	7240	1	2
461	6120	1	7
3631	5505	1	8
4628	473	1	2
881	1788	1	1
7878	6623	1	9
7931	6206	1	5
5564	1538	1	2
7512	7499	1	1
2173	8142	1	3
3364	5495	1	1
6196	941	1	7
6104	5477	1	1
6176	3388	1	1
6639	889	1	3
2697	1018	1	5
6191	4698	1	1
3015	3979	1	1
1004	1641	1	1
1260	4409	1	1
941	8356	1	7
4183	4435	1	1
4905	942	1	1
3397	2196	1	11
8009	7101	1	1
4202	3842	1	3
215	4680	1	3
4033	437	1	3
1412	4766	1	2
2053	7500	1	1
4184	8381	1	7
5450	7933	1	5
6496	6650	1	1
2078	1069	1	1
5614	8443	1	1
2108	6786	1	2
7057	6189	1	1
2209	5639	1	1
831	3579	1	1
4405	893	1	3
1667	4035	1	1
568	1449	1	1
2404	2041	1	2
450	5046	1	7
329	7850	1	4
676	525	1	1
4020	1544	1	8
301	5307	1	1
7105	1526	1	1
7131	942	1	2
8346	677	1	5
7653	5458	1	2
6862	6426	1	1
7335	1278	1	2
6810	608	1	1
6771	8179	1	1
867	5197	1	3
6667	913	1	2
1451	4519	1	2
5920	2237	1	1
2357	2942	1	1
3712	7548	1	1
4578	3953	1	1
5792	5381	1	1
5496	2307	1	2
8377	1862	1	1
3200	1500	1	3
804	5997	1	10
2446	5373	1	1
7633	969	1	3
2875	2182	1	7
5084	1051	1	1
6907	4042	1	8
3495	4033	1	2
2057	2617	1	8
8142	4057	1	5
3953	1244	1	4
6938	6934	1	1
5436	6035	1	1
753	1613	1	7
5249	8184	1	10
7756	6131	1	5
3342	870	1	8
5272	4667	1	2
6008	5194	1	1
1305	5128	1	1
8513	7402	1	1
587	1377	1	1
8126	57	1	1
2685	7502	1	10
3076	3627	1	2
8389	24	1	11
7271	7297	1	4
348	1187	1	2
4138	8489	1	2
7176	4282	1	1
5520	5229	1	1
1618	6529	1	2
3422	7789	1	1
3631	2183	1	7
3651	5472	1	2
8277	6071	1	1
5728	1700	1	1
7187	6565	1	7
4184	8387	1	5
6817	2674	1	7
3933	6266	1	1
4910	8483	1	1
3275	231	1	1
7283	1577	1	1
4682	4409	1	1
4410	6009	1	1
7938	285	1	2
6473	7354	1	2
7746	8335	1	1
7431	939	1	1
377	25	1	1
5605	3962	1	1
3732	8436	1	1
3422	2895	1	2
5870	4848	1	4
4209	5639	1	1
397	6623	1	3
3147	4033	1	1
29	4360	1	3
1027	2924	1	1
1075	4778	1	8
1119	6280	1	6
3451	7931	1	7
2053	5171	1	1
501	2173	1	2
3469	3136	1	5
1080	4934	1	4
7732	6091	1	1
6197	2617	1	2
538	1538	1	1
1139	3525	1	1
4960	5523	1	2
4727	7325	1	9
5119	7381	1	2
135	3334	1	5
1899	5477	1	2
4580	3492	1	1
1899	6201	1	2
7921	8071	1	1
7438	2293	1	1
2067	2058	1	1
2305	2505	1	2
3628	8104	1	1
6422	6164	1	1
3953	7662	1	2
6120	4509	1	4
1389	13	1	1
803	5293	1	5
5938	3194	1	1
748	6622	1	11
3992	517	1	1
4600	1142	1	2
1151	4360	1	2
5654	3210	1	3
6304	1080	1	1
6062	942	1	1
6997	707	1	1
2330	7499	1	4
2052	8338	1	1
5397	1506	1	1
538	4769	1	1
7168	5495	1	7
7072	1440	1	1
7929	6073	1	1
3646	7237	1	2
229	5462	1	1
6321	6300	1	1
4038	5472	1	2
2297	25	1	1
5327	6201	1	1
425	7367	1	4
5081	1525	1	1
3209	7117	1	1
5326	226	1	1
8367	4745	1	2
7028	3555	1	1
2837	6480	1	11
4153	1901	1	2
8506	6866	1	1
2337	1214	1	1
655	3883	1	1
7303	6154	1	2
2739	1788	1	1
172	6199	1	1
7091	4025	1	1
2532	8367	1	2
6603	7512	1	1
1642	5957	1	1
7632	2307	1	2
7652	5828	1	1
407	5935	1	10
7166	3542	1	1
802	8189	1	2
3476	5985	1	6
3468	1572	1	1
3639	217	1	1
7099	3308	1	1
4698	2753	1	1
2358	86	1	1
2647	3318	1	5
8113	2151	1	1
7575	4253	1	1
3495	7345	1	2
7884	90	1	3
7983	6255	1	1
3987	624	1	1
6184	1785	1	1
2765	8436	1	1
2694	359	1	1
6388	2330	1	3
1186	6822	1	2
2002	5046	1	6
6290	3722	1	2
1850	7381	1	7
6295	8125	1	1
5420	160	1	7
7632	669	1	3
7467	4471	1	2
6582	48	1	1
8416	6672	1	2
4460	6822	1	4
3451	3218	1	7
3233	3092	1	1
24	4912	1	5
870	1638	1	6
4730	4493	1	1
3669	2457	1	1
2362	7637	1	10
7309	5062	1	1
4859	6633	1	1
3806	1173	1	1
751	5523	1	1
5824	6266	1	1
6430	5173	1	1
3904	5209	1	1
8348	5147	1	1
1104	6159	1	5
7437	8204	1	1
4345	28	1	1
6000	3554	1	3
768	5824	1	1
3770	5073	1	1
2786	3397	1	2
7667	4229	1	9
6284	229	1	1
338	405	1	1
2116	3508	1	1
8075	5873	1	4
3512	1080	1	1
5211	7500	1	9
4590	2283	1	9
6849	8288	1	1
640	669	1	1
3845	6133	1	8
2832	3845	1	9
2481	3427	1	6
4876	2674	1	8
2163	5159	1	5
5516	3425	1	1
6336	7064	1	1
1051	2916	1	1
160	2704	1	5
1745	4351	1	10
818	4272	1	5
8058	2198	1	1
2533	2664	1	3
7653	7987	1	2
2993	2924	1	2
3126	308	1	10
2506	3690	1	1
5832	4050	1	2
7501	8303	1	1
1641	5858	1	1
1572	4204	1	8
777	6299	1	1
331	2183	1	4
5008	1707	1	1
5477	2216	1	1
8463	8045	1	1
6310	4797	1	1
4844	5565	1	1
2243	5982	1	2
2448	231	1	2
4403	4725	1	1
2674	7381	1	4
2373	2104	1	1
2370	5209	1	1
5614	503	1	1
2330	5041	1	5
3925	5740	1	1
6781	1187	1	3
6565	5951	1	7
6427	5349	1	1
4025	714	1	1
592	2396	1	2
2129	1225	1	8
889	8456	1	3
367	2461	1	1
6197	2050	1	1
5606	4031	1	1
2674	7325	1	5
